Time,Time Code,Country Name,Country Code,GDP per capita growth (annual %),"GDP per capita, PPP (current international $)",CO2 emissions (metric tons per capita),CO2 emissions (kg per PPP $ of GDP),"Life expectancy at birth, total (years)","Life expectancy at birth, male (years)","Life expectancy at birth, female (years)",CO2 intensity (kg per kg of oil equivalent energy use),Coverage of social protection and labor programs (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),CPIA social protection rating (1=low to 6=high),Adjusted savings: carbon dioxide damage (% of GNI),"Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",CPIA quality of public administration rating (1=low to 6=high),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (% of total population),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (kt),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total greenhouse gas emissions (kt of CO2 equivalent)
2020,YR2020,Colombia,COL,-8.404642889,15117.86292,..,..,74.769,71.537,78.136,..,..,..,..,1.174831249,24.24276338,4922000,..,22.2,18.1,..,..,..,..,..,..
2020,YR2020,Comoros,COM,-2.074861396,3398.849344,..,..,64.166,61.975,66.593,..,..,..,2,1.158666193,..,..,2,..,..,..,..,..,2.5,3,..
2020,YR2020,"Congo, Dem. Rep.",COD,-1.49268943,1101.250402,..,..,59.739,57.818,61.7,..,..,..,2.5,0.273938381,..,5268000,3,..,..,..,..,..,2,3.5,..
2020,YR2020,"Congo, Rep.",COG,-8.400600152,3570.016965,..,..,63.785,62.212,65.397,..,..,..,3,3.356651254,..,134000,2.5,..,..,..,..,..,2,2.5,..
2020,YR2020,Costa Rica,CRI,-4.77333028,21611.06287,..,..,79.277,76.751,81.912,..,..,..,..,0.558689062,11.12606515,..,..,20.3,..,..,..,..,..,..,..
2020,YR2020,Cote d'Ivoire,CIV,-0.547616261,5377.785528,..,..,59.032,57.86,60.351,..,..,..,3,0.777504979,..,308000,3,..,..,..,..,..,3.5,4,..
2020,YR2020,Croatia,HRV,-8.183444642,29690.03418,..,..,77.72439024,74.7,80.9,..,..,..,..,1.051632272,0.976355239,..,..,11.6,23.2,..,..,..,..,..,..
2020,YR2020,Cuba,CUB,-10.8222658,..,..,..,77.567,75.044,80.225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Curacao,CUW,-17.12567166,20681.24467,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Cyprus,CYP,-5.450317794,41421.70313,..,..,81.391,79.345,83.448,..,..,..,..,1.224864534,1.212084972,228000,..,7.1,21.3,..,..,..,..,..,..
2020,YR2020,Czechia,CZE,-5.732526894,42716.45785,..,..,78.22682927,75.3,81.3,..,..,..,..,1.581927589,0.731177856,..,..,5.6,11.9,..,..,..,..,..,..
2020,YR2020,Denmark,DNK,-2.280015264,60979.84817,..,..,81.60243902,79.7,83.6,..,..,..,..,0.314726172,0.944102117,..,..,6.8,15.9,..,..,..,..,..,..
2020,YR2020,Djibouti,DJI,-0.298338539,5014.237415,..,..,62.694,60.071,65.461,..,..,..,3.5,0.510266732,..,..,3.5,..,..,..,..,..,3,2.5,..
2020,YR2020,Dominica,DMA,-17.26169347,10817.4239,..,..,73.649,70.433,77.26,..,..,..,3,1.150884185,20.83492489,..,3.5,..,..,..,..,..,4,3.5,..
2020,YR2020,Dominican Republic,DOM,-7.719058679,17686.75904,..,..,72.889,69.364,76.914,..,..,..,..,1.393468856,8.736630898,..,..,13.6,..,..,..,..,..,..,..
2020,YR2020,Ecuador,ECU,-9.07131767,10924.18012,..,..,72.153,68.765,76.056,..,..,..,..,1.561651257,7.800509142,..,..,20.1,40.9,..,..,..,..,..,..
2020,YR2020,"Egypt, Arab Rep.",EGY,1.79013824,12004.12593,..,..,70.99,68.667,73.39,..,..,..,..,3.049569707,..,3200,..,..,..,..,..,..,..,..,..
2020,YR2020,El Salvador,SLV,-8.359820238,8720.011997,..,..,71.061,66.432,75.413,..,..,..,..,1.283949339,21.31030232,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Estonia,EST,-0.747277944,38536.45808,..,..,78.59512195,74.4,83,..,..,..,..,1.273845937,3.159215431,..,..,9.2,23.3,..,..,..,..,..,..
2020,YR2020,Ethiopia,ETH,3.280847984,2376.635601,..,..,65.371,62.517,68.426,..,..,..,3.5,0.789429223,..,2060000,4,..,..,..,..,..,3,3.5,..
2020,YR2020,Fiji,FJI,-17.17670901,11567.53537,..,..,67.924,66.166,69.743,..,..,..,3.5,1.386920903,2.172916336,..,3.5,..,..,..,..,..,3.5,4,..
2020,YR2020,Finland,FIN,-2.345512241,52295.8407,..,..,81.93170732,79.2,84.8,..,..,..,..,0.580028744,1.645727943,..,..,6.6,16,..,..,..,..,..,..
2020,YR2020,France,FRA,-8.034474295,47976.43834,..,..,82.17560976,79.2,85.3,..,..,..,..,0.424990143,1.07320011,..,..,11.1,18.2,..,..,..,..,..,..
2020,YR2020,Gabon,GAB,-3.969558634,14664.71093,..,..,66.531,64.258,69.116,..,..,..,..,1.436666534,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Georgia,GEO,-6.824432632,14731.20059,..,..,72.765,67.74,77.874,..,..,..,..,2.695101535,..,304000,..,14,..,..,..,..,..,..,..
2020,YR2020,Germany,DEU,-3.775429714,55854.36366,..,..,81.04146341,78.7,83.5,..,..,..,..,0.6484732,0.93844894,..,..,..,24,..,..,..,..,..,..
2020,YR2020,Ghana,GHA,-1.541636548,5551.786802,..,..,64.114,61.9,66.385,..,..,..,3.5,1.203062694,1.724652192,..,3.5,..,..,..,..,..,3.5,4,..
2020,YR2020,Gibraltar,GIB,..,..,..,..,82.198,80.249,84.112,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Greece,GRC,-8.808563835,28402.86745,..,..,81.28780488,78.8,83.9,..,..,..,..,1.194774044,0.741992757,..,..,15,28.9,..,..,..,..,..,..
2020,YR2020,Greenland,GRL,0.103713034,..,..,..,71.63682927,69.71,73.66,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Guatemala,GTM,-3.24596618,8849.717743,..,..,71.797,68.258,75.545,..,..,..,..,1.081152706,18.96016456,242000,..,..,..,..,..,..,..,..,..
2020,YR2020,Guinea,GIN,2.317241012,2746.73328,..,..,59.327,58.113,60.449,..,..,..,3,1.352708464,..,..,3,..,..,..,..,..,2.5,4,..
2020,YR2020,Haiti,HTI,-4.5945624,3121.145757,..,..,64.052,61.131,67.118,..,..,..,2,0.949278337,11.32061972,7900,2.5,..,..,..,..,..,2,2.5,..
2020,YR2020,Honduras,HND,-10.43019024,5303.514499,..,..,71.462,69.126,73.987,..,..,..,3.5,1.741087406,35.79415957,247000,3,..,..,..,..,..,2.5,3.5,..
2020,YR2020,"Hong Kong SAR, China",HKG,-6.208965026,58949.46595,..,..,85.49756098,83.4,87.7,..,..,..,..,0.379660263,0.293295889,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Hungary,HUN,-4.341754775,34064.74405,..,..,75.56829268,72.3,79,..,..,..,..,1.184931997,0.820464645,..,..,10,17.8,..,..,..,..,..,..
2020,YR2020,Iceland,ISL,-8.342121256,54719.61671,..,..,83.06341463,81.6,84.6,..,..,..,..,0.28891445,1.363627686,..,..,..,..,..,..,..,..,..,..
2020,YR2020,India,IND,-7.484046473,6448.870196,..,..,70.15,68.615,71.824,..,..,..,..,3.600676375,2.911155454,473000,..,..,..,..,..,..,..,..,..
2020,YR2020,Indonesia,IDN,-2.884591447,12146.40679,..,..,68.808,66.745,70.982,..,..,..,..,2.445265352,..,40000,..,..,..,..,..,..,..,..,..
2020,YR2020,"Iran, Islamic Rep.",IRN,2.470892267,15222.75974,..,..,74.832,72.102,77.817,..,..,..,..,11.50412877,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Iraq,IRQ,-13.39427584,9408.295527,..,..,69.123,66.954,71.185,..,..,..,..,3.56156897,..,1224000,..,..,..,..,..,..,..,..,..
2020,YR2020,Ireland,IRL,5.097385401,93950.69491,..,..,82.55609756,80.8,84.4,..,..,..,..,0.464209864,0.66718977,..,..,6.2,20.8,..,..,..,..,..,..
2020,YR2020,Israel,ISR,-3.573037419,39619.10176,..,..,82.64878049,80.6,84.8,..,..,..,..,0.600052548,1.427349699,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Italy,ITA,-8.595810668,43038.97013,..,..,82.19512195,80,84.5,..,..,..,..,0.617271353,0.47898694,..,..,15.6,25.3,..,..,..,..,..,..
2020,YR2020,Jamaica,JAM,-10.21261606,9701.890533,..,..,71.869,69.818,73.918,..,..,..,..,2.398439128,47.26220472,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Japan,JPN,-4.225555341,41612.23639,..,..,84.56,81.56,87.71,..,..,..,..,0.817480495,0.253902837,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Jordan,JOR,-3.641331677,9707.404182,..,..,75.184,72.987,77.772,..,..,..,..,2.317277943,0.988221769,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Kazakhstan,KAZ,-3.757983454,26750.44623,..,..,71.37,67.09,75.53,..,..,..,..,5.29762262,3.192961911,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Kenya,KEN,-2.23481875,4744.739268,..,..,62.675,60.372,65.062,..,..,..,3.5,0.966248129,3.575977892,190000,3.5,..,..,..,..,..,3,3.5,..
2020,YR2020,"Korea, Dem. People's Rep.",PRK,..,..,..,..,73.274,70.793,75.725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,"Korea, Rep.",KOR,-0.846212238,44694.7337,..,..,83.42682927,80.5,86.5,..,..,..,..,1.511256639,0.59408205,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Kosovo,XKX,-5.406637944,11292.86265,..,..,76.567,73.99,79.268,..,..,..,3.5,4.652490269,2.214642558,16000,3,..,..,..,..,..,3,3.5,..
2020,YR2020,Kuwait,KWT,-7.169356888,46328.07946,..,..,76.92,75.35,80.023,..,..,..,..,..,0.252267859,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Kyrgyz Republic,KGZ,-10.12044553,4985.029555,..,..,71.8,67.8,76,..,..,..,3.5,5.140735673,1.747343081,770,3,5,..,..,..,..,3,3,..
2020,YR2020,Lao PDR,LAO,-0.970941437,8189.14621,..,..,68.497,66.519,70.594,..,..,..,2.5,5.393525937,..,..,2.5,..,..,..,..,..,2.5,3.5,..
2020,YR2020,Latvia,LVA,-1.514811398,32106.09665,..,..,75.18536585,70.6,80,..,..,..,..,0.867333694,3.689935753,..,..,12.2,26,..,..,..,..,..,..
2020,YR2020,Lebanon,LBN,-19.74842871,14535.68092,..,..,77.804,75.637,79.895,..,..,..,..,3.113201348,2.260316601,7000,..,..,..,..,..,..,..,..,..
2020,YR2020,Lesotho,LSO,-9.510956345,2417.728659,..,..,54.693,51.962,57.537,..,..,..,3.5,1.206212288,..,..,2.5,..,..,..,..,..,3,3.5,..
2020,YR2020,Liberia,LBR,-4.933202273,1459.614277,..,..,60.948,59.528,62.355,..,..,..,3,1.727771054,..,..,3,..,..,..,..,..,2.5,3,..
2020,YR2020,Libya,LBY,-24.89986338,17851.01172,..,..,72.472,69.867,75.348,..,..,..,..,3.655397779,..,278000,..,..,..,..,..,..,..,..,..
2020,YR2020,Liechtenstein,LIE,..,..,..,..,81.65853659,80,83.4,..,..,..,..,..,2.580245639,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Lithuania,LTU,-0.048520326,39916.77921,..,..,74.97804878,70.1,80.1,..,..,..,..,0.861028394,3.581221846,..,..,10.4,24.8,..,..,..,..,..,..
2020,YR2020,Luxembourg,LUX,-2.436809269,118973.0565,..,..,82.14390244,79.9,84.5,..,..,..,..,0.742203421,0.475888702,..,..,14.3,20.9,..,..,..,..,..,..
2020,YR2020,"Macao SAR, China",MAC,-55.09057267,58179.5128,..,..,85.184,82.566,87.771,..,..,..,..,0.363172354,0.295734182,..,..,..,..,..,..,..,..,..,..
2020,YR2020,North Macedonia,MKD,-5.922295863,17324.81483,..,..,74.39512195,72.2,76.7,..,..,..,..,2.643168354,..,140,..,..,39.8,..,..,..,..,..,..
2020,YR2020,Madagascar,MDG,-9.414529773,1514.861688,..,..,65.182,62.891,67.612,..,..,..,3,1.325510257,..,1500,2.5,..,..,..,..,..,2.5,3,..
2020,YR2020,Malawi,MWI,-1.85159978,1571.180296,..,..,63.717,60.014,67.597,..,..,..,3.5,0.521941862,..,..,2.5,..,..,..,..,..,3,3.5,..
2020,YR2020,Malaysia,MYS,-6.661137322,27245.62042,..,..,75.938,73.648,78.472,..,..,..,..,2.980314953,0.762048353,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Maldives,MDV,-34.77655892,14154.25248,..,..,79.875,78.85,81.273,..,..,..,3.5,1.788448959,..,..,3,..,..,..,..,..,3,4,..
2020,YR2020,Mali,MLI,-4.29096596,2240.140931,..,..,58.633,57.385,59.94,..,..,..,3,1.516745235,..,326000,2.5,..,..,..,..,..,2.5,3.5,..
2020,YR2020,Malta,MLT,-10.32917586,44587.7103,..,..,82.34878049,80.3,84.5,..,..,..,..,0.410545536,1.358279099,..,..,9.9,19,..,..,..,..,..,..
2020,YR2020,Mauritania,MRT,-3.465477977,5605.920294,..,..,64.532,62.781,66.335,..,..,..,3,2.020880684,1.02253955,..,2.5,..,..,..,..,..,3,3,..
2020,YR2020,Mauritius,MUS,-14.59935513,21331.81412,..,..,74.17707317,70.86,77.66,..,..,..,..,1.269357124,2.696814484,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Mexico,MEX,-8.654637261,18522.00217,..,..,70.133,66.334,74.314,..,..,..,..,1.607329195,29.18531406,357000,..,17,43.9,..,..,..,..,..,..
2020,YR2020,Moldova,MDA,-6.357583276,12870.01602,..,..,70.166,65.692,74.852,..,..,..,..,2.741134797,3.014736225,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Monaco,MCO,-12.70112125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Mongolia,MNG,-6.351240603,12305.71791,..,..,72.141,67.502,77.02,..,..,..,..,7.526149708,6.222803692,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Montenegro,MNE,-15.20847458,20510.76077,..,..,75.93170732,73.2,78.8,..,..,..,..,1.863059458,2.861469126,..,..,..,30.9,..,..,..,..,..,..
2020,YR2020,Morocco,MAR,-8.172741448,7959.256348,..,..,73.92,71.757,76.308,..,..,..,..,2.269636454,1.248338337,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Mozambique,MOZ,-4.061613891,1300.510773,..,..,61.172,58.111,64.16,..,..,..,3,2.427610432,..,676000,3,..,..,..,..,..,2,3.5,..
2020,YR2020,Myanmar,MMR,2.434131087,5218.024537,..,..,66.797,63.785,69.959,..,..,..,2,2.34048555,2.940670081,505000,2.5,..,..,..,..,..,2.5,2.5,..
2020,YR2020,Namibia,NAM,-9.604745951,9543.712734,..,..,62.829,59.058,66.606,..,..,..,..,1.564189658,12.17308439,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Nepal,NPL,-4.086568589,3967.820179,..,..,69.246,67.345,71.173,..,..,..,3,1.79084227,..,..,2.5,..,..,..,..,..,3,3.5,..
2020,YR2020,Netherlands,NLD,-4.418555509,60090.70166,..,..,81.35853659,79.7,83.1,..,..,..,..,0.658293938,0.613723635,..,..,8,16.3,..,..,..,..,..,..
2020,YR2020,New Caledonia,NCL,..,..,..,..,80.83495122,77.253,84.596,..,..,..,..,..,..,140,..,..,..,..,..,..,..,..,..
2020,YR2020,New Zealand,NZL,-3.406009042,45375.93462,..,..,82.25609756,80.5,84.1,..,..,..,..,0.665669745,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Nicaragua,NIC,-3.126952139,5465.507439,..,..,71.795,68.648,75.012,..,..,..,3.5,1.818119897,..,..,3,..,..,..,..,..,2.5,3,..
2020,YR2020,Niger,NER,-0.238156789,1281.061929,..,..,61.451,60.472,62.454,..,..,..,3,0.702124208,..,257000,3,..,..,..,..,..,3,3.5,..
2020,YR2020,Nigeria,NGA,-4.16205929,5131.526238,..,..,52.887,52.456,53.323,..,..,..,4,1.14150549,..,2730000,2.5,..,..,..,..,..,3,3.5,..
2020,YR2020,Norway,NOR,-1.300000154,64167.28631,..,..,83.2097561,81.6,84.9,..,..,..,..,0.389566267,0.576225422,..,..,..,15.9,..,..,..,..,..,..
2020,YR2020,Oman,OMN,-2.11716851,34910.85327,..,..,74.757,73.289,76.788,..,..,..,..,4.456764004,0.308139381,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Pakistan,PAK,-2.97029465,5278.418602,..,..,66.269,63.945,68.825,..,..,..,3.5,2.689153244,3.736849385,104000,3,..,..,..,..,..,3,3,..
2020,YR2020,Palau,PLW,-9.390425024,16825.88544,..,..,..,..,..,..,..,..,..,3.772427068,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Panama,PAN,-19.12695904,26907.35892,..,..,76.657,73.472,80.034,..,..,..,..,0.852041056,11.64307953,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Papua New Guinea,PNG,-5.224817586,3946.507514,..,..,65.787,63.395,68.804,..,..,..,2.5,1.32467597,..,14000,2.5,..,..,..,..,..,2.5,2,..
2020,YR2020,Paraguay,PRY,-2.148477897,14046.65222,..,..,73.182,70.398,76.156,..,..,..,..,1.032271495,7.267293628,..,..,18.6,24.93,..,..,..,..,..,..
2020,YR2020,Peru,PER,-12.2357996,11789.02928,..,..,73.665,70.808,76.816,..,..,..,..,1.071539268,5.71389864,60000,..,19.7,..,..,..,..,..,..,..
2020,YR2020,Philippines,PHL,-10.97819414,8198.967501,..,..,72.119,70.244,73.997,..,..,..,..,1.440452367,..,153000,..,..,..,..,..,..,..,..,..
2020,YR2020,Poland,POL,-1.848394827,35315.71726,..,..,76.5,72.5,80.7,..,..,..,..,2.039362147,0.692197,..,..,..,17.3,..,..,..,..,..,..
2020,YR2020,Portugal,PRT,-8.396854511,34880.52066,..,..,80.97560976,78,84.1,..,..,..,..,0.757520373,0.786545871,..,..,12.3,..,..,..,..,..,..,..
2020,YR2020,Puerto Rico,PRI,-6.913804311,34160.86163,..,..,78.041,73.644,82.588,..,..,..,..,0.072205112,16.99492704,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Qatar,QAT,-2.005009479,93894.25275,..,..,79.099,78.225,80.679,..,..,..,..,2.656564035,0.434721968,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Romania,ROU,-3.145541561,33336.08977,..,..,74.25365854,70.4,78.3,..,..,..,..,1.159565332,1.445321693,..,..,18,30.4,..,..,..,..,..,..
2020,YR2020,Russian Federation,RUS,-2.461151415,29936.92969,..,..,71.33878049,66.49,76.43,..,..,..,..,4.752699617,7.345966383,1100,..,9.8,..,..,..,..,..,..,..
2020,YR2020,Rwanda,RWA,-5.647522593,2180.877349,..,..,66.774,64.358,68.996,..,..,..,4,0.560128934,3.590347033,..,4,..,..,..,..,..,3.5,4.5,..
2020,YR2020,Saudi Arabia,SAU,-4.5897109,45240.67609,..,..,76.239,74.966,77.992,..,..,..,..,2.927756674,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Senegal,SEN,-1.358275708,3569.209139,..,..,68.006,65.587,70.271,..,..,..,3,1.894331635,..,8400,3.5,..,..,..,..,..,3.5,3.5,..
2020,YR2020,Serbia,SRB,-0.240923959,19557.52604,..,..,74.47804878,71.6,77.5,..,..,..,..,3.636174668,1.141613871,..,..,14.6,29.8,..,..,..,..,..,..
2020,YR2020,Sierra Leone,SLE,-4.197001501,1673.065019,..,..,59.763,58.404,61.116,..,..,..,3,0.934290347,2.137486405,5500,3,..,..,..,..,..,3,3,..
2020,YR2020,Singapore,SGP,-3.843656456,99681.29415,..,..,84.46585366,83.1,85.9,..,..,..,..,0.62534927,0.169208474,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Slovak Republic,SVK,-3.457521264,32441.99523,..,..,76.86585366,73.5,80.4,..,..,..,..,1.162280116,1.154548081,..,..,..,14.8,..,..,..,..,..,..
2020,YR2020,Slovenia,SVN,-4.960040833,40782.64124,..,..,80.53170732,77.8,83.4,..,..,..,..,0.993773327,0.519445931,..,..,5.4,15,..,..,..,..,..,..
2020,YR2020,Somalia,SOM,-0.954716484,1189.162288,..,..,55.967,53.967,58.051,..,..,..,2.5,0.429279807,..,2968000,2,..,..,..,..,..,2,2,..
2020,YR2020,South Africa,ZAF,-7.481092761,13517.78059,..,..,65.252,62.178,67.964,..,..,..,..,5.181282491,33.96487358,5000,..,..,..,..,..,..,..,..,..
2020,YR2020,South Sudan,SSD,..,..,..,..,55.48,53.906,56.998,..,..,..,1,..,..,1436000,1,..,..,..,..,..,1.5,1,..
2020,YR2020,Spain,ESP,-11.75755913,38122.55197,..,..,82.33170732,79.6,85.2,..,..,..,..,0.685729327,0.629172397,..,..,16.5,26.4,..,..,..,..,..,..
2020,YR2020,Sri Lanka,LKA,-3.983141911,13812.95748,..,..,76.393,72.597,80.111,..,..,..,..,1.18528662,..,27000,..,..,..,..,..,..,..,..,..
2020,YR2020,Sudan,SDN,-6.250228079,4087.006104,..,..,65.614,63.106,68.208,..,..,..,2.5,3.435620706,..,2276000,2,..,..,..,..,..,1.5,2,..
2020,YR2020,Suriname,SUR,-16.91141207,16168.69082,..,..,72.561,69.264,75.981,..,..,..,..,3.959862401,9.059985339,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Sweden,SWE,-2.87468419,55569.24566,..,..,82.35609756,80.6,84.2,..,..,..,..,0.242448294,1.195875829,..,..,10.1,17.9,..,..,..,..,..,..
2020,YR2020,Switzerland,CHE,-3.086282111,71991.24338,..,..,83,81,85.1,..,..,..,..,0.204745782,0.544068822,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Syrian Arab Republic,SYR,-6.99424539,..,..,..,72.14,68.888,75.555,..,..,..,..,9.853363574,..,6568000,..,..,..,..,..,..,..,..,..
2020,YR2020,Tajikistan,TJK,2.144234875,3851.942913,..,..,67.994,65.999,70.17,..,..,..,3,4.808600567,0.911643224,..,3,..,..,..,..,..,2,3,..
2020,YR2020,Tanzania,TZA,-1.026490973,2690.924561,..,..,66.408,64.373,68.542,..,..,..,4,0.854815222,3.70475303,..,3,..,..,..,..,..,3,3,..
2020,YR2020,Thailand,THA,-6.415842078,17771.30717,..,..,79.274,74.954,83.697,..,..,..,..,2.125611264,..,41000,..,10.6,..,..,..,..,..,..,..
2020,YR2020,Timor-Leste,TLS,29.92997828,5122.48822,..,..,68.475,66.837,70.279,..,..,..,2.5,1.571086158,..,..,2,..,..,..,..,..,3,2,..
2020,YR2020,Togo,TGO,-0.651447665,2180.16961,..,..,61.035,60.486,61.576,..,..,..,3,1.262782744,..,..,3,..,..,..,..,..,3,4,..
2020,YR2020,Tonga,TON,0.19936359,6705.102442,..,..,70.928,68.337,73.698,..,..,..,3,1.32698021,..,..,3.5,..,..,..,..,..,3.5,3,..
2020,YR2020,Trinidad and Tobago,TTO,-7.568382929,24672.3557,..,..,74.406,70.983,77.881,..,..,..,..,3.259679717,26.28203988,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Tunisia,TUN,-9.465736764,10571.90084,..,..,75.292,71.837,79.279,..,..,..,..,2.788977505,4.62105575,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Turkiye,TUR,1.147943989,27724.38862,..,..,75.85,72.772,79.061,..,..,..,..,2.363591072,2.505484387,1099000,..,..,41.5,..,..,..,..,..,..
2020,YR2020,Turkmenistan,TKM,..,..,..,..,68.687,65.392,71.984,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Uganda,UGA,-0.423316497,2363.192032,..,..,62.851,60.715,64.898,..,..,..,3.5,0.776663063,10.04400196,1000,3,..,..,..,..,..,2.5,3.5,..
2020,YR2020,Ukraine,UKR,-3.101658589,13087.30957,..,..,71.18512195,66.39,76.22,..,..,..,..,4.240712529,3.867030054,734000,..,5.1,..,..,..,..,..,..,..
2020,YR2020,United Arab Emirates,ARE,-5.731044525,71374.18105,..,..,78.946,77.464,81.112,..,..,..,..,2.11953482,0.699881311,..,..,..,..,..,..,..,..,..,..
2020,YR2020,United Kingdom,GBR,-11.35536684,46759.08256,..,..,80.35121951,78.4,82.4,..,..,..,..,0.467780752,1.003586756,..,..,11.5,..,..,..,..,..,..,..
2020,YR2020,United States,USA,-3.697922096,63027.67953,..,..,76.9804878,74.2,79.9,..,..,..,..,0.892961842,6.420751134,..,..,17,..,..,..,..,..,..,..
2020,YR2020,Uruguay,URY,-6.140010595,23024.09891,..,..,78.43,74.688,81.911,..,..,..,..,0.488599514,9.856852547,..,..,18,..,..,..,..,..,..,..
2020,YR2020,Uzbekistan,UZB,-0.053436006,7746.430969,..,..,70.331,67.876,72.789,..,..,..,3.5,7.811827956,1.339232858,..,3,..,..,..,..,..,2.5,3.5,..
2020,YR2020,"Venezuela, RB",VEN,..,..,..,..,71.095,66.739,75.814,..,..,..,..,..,29.42740101,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Vietnam,VNM,1.937355342,11022.957,..,..,75.378,70.787,79.92,..,..,..,..,4.515332128,..,..,..,13.9,..,..,..,..,..,..,..
2020,YR2020,"Yemen, Rep.",YEM,..,..,..,..,64.65,61.636,67.885,..,..,..,3,..,..,3635000,1.5,..,..,..,..,..,1.5,2.5,..
2020,YR2020,Zambia,ZMB,-5.59573306,3358.005322,..,..,62.38,59.643,65.043,..,..,..,2.5,1.700167391,..,..,3,..,..,..,..,..,2.5,3.5,..
2020,YR2020,Zimbabwe,ZWE,-9.670404777,2099.320459,..,..,61.124,58.129,63.862,..,..,..,3,2.112572516,4.977770426,..,3,..,..,..,..,..,2.5,4,..
2020,YR2020,Sub-Saharan Africa,SSF,-4.599685704,3844.879529,..,..,60.84889125,58.902877,62.83038127,..,..,..,2.961538462,2.004864931,13.2,21777900,2.820512821,..,..,..,..,..,2.717948718,3.256410256,..
2020,YR2020,South Asia,SAS,-6.281213079,6219.147687,..,..,69.74833092,68.04436004,71.61330382,..,..,..,3.083333333,3.139186933,3,4578000,2.833333333,..,..,..,..,..,3,3.333333333,..
2020,YR2020,Pacific island small states,PSS,-11.38439306,6585.424447,..,..,69.3649211,67.52190909,71.37340811,..,..,..,2.777777778,1.368782799,..,..,2.888888889,..,..,..,..,..,3.444444444,3.166666667,..
2020,YR2020,North America,NAC,-3.909413228,61394.23896,..,..,77.46387239,74.74627535,80.31766948,..,..,..,..,0.929199634,6,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Middle East & North Africa,MEA,-4.883868494,16121.9195,..,..,72.94976833,70.81257616,75.3216817,..,..,..,3.25,3.364385381,3.5,..,2.5,..,..,..,..,..,2.25,2.5,..
2020,YR2020,Euro area,EMU,-6.264636683,48042.83338,..,..,81.53792022,79.01169419,84.19912369,..,..,..,..,0.614744537,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Europe & Central Asia,ECS,-5.795166949,36383.76966,..,..,76.9591901,73.84105718,80.27534593,..,..,..,3.375,1.074231598,2.5,..,3,..,..,..,..,..,2.625,3.25,..
2020,YR2020,European Union,EUU,-5.746079677,45725.1905,..,..,80.45209305,77.73558233,83.3178735,..,..,..,..,0.685371322,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,East Asia & Pacific,EAS,-0.594543833,18556.29758,..,..,76.7619397,73.99383933,79.70004122,..,..,..,2.642857143,2.269220676,1,..,2.714285714,..,..,..,..,..,3.071428571,2.964285714,..
